Pestaña,Set_Parenting,Categoria_Tipo,Nombre,Link,Temporada
S4,Set W,Bakugan vs Marvel,Captain America (Steve Rogers),https://bakugan.fandom.com/wiki/Captain_America_(Steve_Rogers),S4 (Mechtanium Surge)
S4,Set W,Bakugan vs Marvel,Spider Man,https://bakugan.fandom.com/wiki/Spider_Man,S4 (Mechtanium Surge)
S4,Set W,Bakugan vs Marvel,Spider Man (Symbiote Suit),https://bakugan.fandom.com/wiki/Spider_Man_(Symbiote_Suit),S4 (Mechtanium Surge)
S4,Set X,BakuMutant,Mutant Krowll,https://bakugan.fandom.com/wiki/Mutant_Krowll,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Core Bakugan,Amazon,https://bakugan.fandom.com/wiki/Amazon,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Core Bakugan,Brachiosaur,https://bakugan.fandom.com/wiki/Brachiosaur,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Core Bakugan,Evolved Razenoid,https://bakugan.fandom.com/wiki/Evolved_Razenoid,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Core Bakugan,Fury,https://bakugan.fandom.com/wiki/Fury,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Core Bakugan,Tuskus,https://bakugan.fandom.com/wiki/Tuskus,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Core Bakugan,Ventoraptor,https://bakugan.fandom.com/wiki/Ventoraptor,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Baku Air Raiders,Atmos,https://bakugan.fandom.com/wiki/Atmos,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Baku Air Raiders,Cosmic Ingram,https://bakugan.fandom.com/wiki/Cosmic_Ingram,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Baku Air Raiders,Ravenoid,https://bakugan.fandom.com/wiki/Ravenoid,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuMine,Unknown BakuMine,https://bakugan.fandom.com/wiki/Unknown_BakuMine,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Batterax,https://bakugan.fandom.com/wiki/Batterax,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Blamtheon,https://bakugan.fandom.com/wiki/Blamtheon,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Boomenator,https://bakugan.fandom.com/wiki/Boomenator,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Boompike,https://bakugan.fandom.com/wiki/Boompike,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Reconblast,https://bakugan.fandom.com/wiki/Reconblast,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Snipeon,https://bakugan.fandom.com/wiki/Snipeon,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,BakuNano,Zillinger,https://bakugan.fandom.com/wiki/Zillinger,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Mechtogan,Chromopod,https://bakugan.fandom.com/wiki/Chromopod,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Hulk,https://bakugan.fandom.com/wiki/Hulk,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Loki,https://bakugan.fandom.com/wiki/Loki,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Red Hulk,https://bakugan.fandom.com/wiki/Red_Hulk,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,The Mighty Thor,https://bakugan.fandom.com/wiki/The_Mighty_Thor,S4 (Mechtanium Surge)
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Thor,https://bakugan.fandom.com/wiki/Thor,S4 (Mechtanium Surge)
