Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
≪≪祉潟若,Aquos Klawgor,Aquos,530G/460G/660G,32mm,11.0g,5.0,http://bakucolle.com/archives/20336816.html
若ｃ鴻祉潟若,Ventus Klawgor,Ventus,540G,32mm,12.0g,5.0,http://bakucolle.com/archives/27844186.html
潟若,Klawgor,Ventus,590G,32mm,12.0g,7.0,http://bakucolle.com/archives/11012051.html
泣祉潟若,Klawgor,Subterra,540G,32mm,11.5g,5.0,http://bakucolle.com/archives/25177903.html
潟若,Klawgor,Haos,670G,32mm,11.0g,5.0,http://bakucolle.com/archives/15166420.html
若潟祉潟若,Darkus Klawgor,Darkus,700G,32mm,11.5g,8.0,http://bakucolle.com/archives/29331754.html
潟若,Klawgor,Darkus,550G,32mm,12.0g,6.0,http://bakucolle.com/archives/12998889.html
鴻ゃ,Scraper,Subterra,400G,32mm,12.0g,4.0,http://bakucolle.com/archives/12236819.html
眼＜祉鴻ゃ,Pyrus Scraper,Pyrus,550G/570G,32mm,11.5g,5.0,http://bakucolle.com/archives/26570076.html
≪≪祉鴻ゃ,Scraper,Aquos,540G/550G,32mm,11.5g,5.0,http://bakucolle.com/archives/20336876.html
鴻ゃ,Scraper,Aquos,580G,32mm,11.5g,7.0,http://bakucolle.com/archives/19418867.html
鴻ゃ,Scraper,Ventus,500G,32mm,11.5g,5.0,http://bakucolle.com/archives/25103087.html
鴻ゃ,Scraper,Ventus,620G,32mm,11.5g,5.0,http://bakucolle.com/archives/25103107.html
若ｃ鴻祉鴻ゃ,Ventus Scraper,Ventus,730G,32mm,12.5g,7.0,http://bakucolle.com/archives/29653217.html
鴻ゃ,Scraper,Subterra,660G,32mm,12.0g,7.0,http://bakucolle.com/archives/11012007.html
若潟祉鴻ゃ,Darkus Scraper,Darkus,490G,32mm,11.5g,5.0,http://bakucolle.com/archives/29366145.html
若,Leefram,Aquos,440G,32mm,12.0g,4.0,http://bakucolle.com/archives/12237061.html
≪≪祉若,Aquos Leefram,Aquos,500G,32mm,11.5g,5.0,http://bakucolle.com/archives/29331453.html
若,Leefram,Aquos,570G,32mm,12.0g,7.0,http://bakucolle.com/archives/11011946.html
若,Leefram,Ventus,490G/700G,32mm,11.5g,6.0,http://bakucolle.com/archives/25103063.html
若,Leefram,Subterra,600G,32mm,11.5g,6.0,http://bakucolle.com/archives/25177910.html
祉若 (＜若娯罕),Haos Leefram,Haos,600G,32mm,11.5g,7.0,http://bakucolle.com/archives/29331432.html
祉若,Haos Leefram,Haos,570G,32mm,11.5g,8.0,http://bakucolle.com/archives/29331512.html
若,Leefram,Darkus,500G/650G,32mm,12.0g,6.0,http://bakucolle.com/archives/12998732.html
若,Leefram,Clear,660G,32mm,11.5g,7.0,http://bakucolle.com/archives/29331574.html
眼＜祉鴻潟,Pyrus Spindle,Pyrus,540G,32mm,11.5g,3.0,http://bakucolle.com/archives/11394098.html
鴻潟,Spindle,Haos,460G,32mm,11.5g,4.0,http://bakucolle.com/archives/12237011.html
眼＜祉鴻潟,Spindle,Pyrus,710G,32mm,11.5g,4.0,http://bakucolle.com/archives/11394151.html
眼＜祉鴻潟,PYRUS Spindle,Pyrus,710G,32mm,12.5g,7.0,http://bakucolle.com/archives/27068697.html
眼＜祉鴻潟,Spindle,Pyrus,710G,32mm,12.0g,6.0,http://bakucolle.com/archives/11394243.html
≪≪祉鴻潟,Spindle,Aquos,480G/610G,32mm,11.5g,4.0,http://bakucolle.com/archives/20336771.html
若ｃ鴻祉鴻潟,Spindle,Ventus,720G,32mm,11.5g,6.0,http://bakucolle.com/archives/25111891.html
若ｃ鴻祉鴻潟,Ventus Spindle,Ventus,500G,32mm,12.5g,6.0,http://bakucolle.com/archives/29366169.html
泣祉鴻潟,Subterra Spindle,Subterra,480G,32mm,11.5g,7.0,http://bakucolle.com/archives/29331602.html
祉鴻潟,Haos Spindle,Haos,600G,32mm,11.5g,7.0,http://bakucolle.com/archives/26832869.html
鴻潟,Spindle,Haos,550G,32mm,12.0g,5.0,http://bakucolle.com/archives/15166539.html
鴻潟,Spindle,Haos,550G,32mm,12.0g,7.0,http://bakucolle.com/archives/11011635.html
祉≪≪,Haos Atmos,Haos,340G/480G/500G,32mm,12.5g,3.0,http://bakucolle.com/archives/15166732.html
≪≪ (＜若娯罕),Atmos,Pyrus,650G,32mm,12.5g,5.0,http://bakucolle.com/archives/11393532.html
≪≪祉≪≪ (＜若娯罕),Aquos Atmos,Aquos,570G/680G/780G,32mm,12.5g,5.0,http://bakucolle.com/archives/20321377.html
≪≪祉≪≪,Atmos,Aquos,720G,32mm,13.5g,6.0,http://bakucolle.com/archives/20321533.html
≪≪祉≪≪,Atmos,Aquos,550G,32mm,13.5g,6.0,http://bakucolle.com/archives/20321436.html
泣祉≪≪ (＜若娯罕),Subterra Atmos,Subterra,540G,32mm,12.5g,6.0,http://bakucolle.com/archives/29332914.html
祉≪≪ (＜若娯罕),Haos Atmos,Haos,620G,32mm,12.5g,5.0,http://bakucolle.com/archives/27384610.html
≪≪,Atmos,Clear,570G,32mm,13.5g,6.0,http://bakucolle.com/archives/25177298.html
≪≪祉≪鴻＜,Aquos Abis omega,Aquos,240G,32mm,11.5g,4.0,http://bakucolle.com/archives/20249492.html
≪鴻＜,Abis omega,Aquos,520G,32mm,11.0g,4.0,http://bakucolle.com/archives/20249548.html
若ｃ鴻祉≪鴻＜,Abis omega,Ventus,360G/380G,32mm,11.5g,4.0,http://bakucolle.com/archives/25103847.html
眼＜祉≪鴻＜ (＜若娯罕),Pyrus Abis Omega,Pyrus,530G/560G/650G,32mm,11.5g,5.0,http://bakucolle.com/archives/11393264.html
≪鴻＜,Abis Omega,Pyrus,560G,32mm,11.5g,6.0,http://bakucolle.com/archives/11393119.html
≪鴻＜,Abis Omega,Pyrus,760G,32mm,11.5g,6.0,http://bakucolle.com/archives/11539944.html
≪鴻＜,Abis Omega,Pyrus,660G,32mm,12.0g,6.0,http://bakucolle.com/archives/11393220.html
≪鴻＜,Abis Omega,Aquos,450G,32mm,11.0g,6.0,http://bakucolle.com/archives/20335323.html
≪鴻＜ (＜若娯罕),Abis Omega,Aquos,740G,32mm,11.5g,5.0,http://bakucolle.com/archives/20335340.html
≪鴻＜,Abis Omega,Aquos,Unknown,32mm,11.5g,6.0,http://bakucolle.com/archives/12985437.html
≪鴻＜,Abis Omega,Aquos,660G,32mm,11.5g,5.0,http://bakucolle.com/archives/20335378.html
≪鴻＜,Abis Omega,Ventus,820G,32mm,11.5g,6.0,http://bakucolle.com/archives/25103908.html
≪鴻＜,Abis Omega,Ventus,750G,32mm,11.5g,5.0,http://bakucolle.com/archives/25103883.html
≪鴻＜,Abis Omega,Subterra,Unknown,32mm,12.0g,5.0,http://bakucolle.com/archives/25177410.html
≪鴻＜ (＜若娯罕),Abis Omega,Subterra,620G,32mm,11.5g,5.0,http://bakucolle.com/archives/25177367.html
≪鴻＜ (＜若娯罕),Abis Omega,Haos,750G,32mm,11.5g,5.0,http://bakucolle.com/archives/15165494.html
≪鴻＜,Abis Omega,Haos,720G,32mm,12.0g,6.0,http://bakucolle.com/archives/15168121.html
≪鴻＜,Abis Omega,Clear,530G/750G,32mm,12.0g,5.0,http://bakucolle.com/archives/15168083.html
≪鴻＜,Abis Omega,Clear,720G,32mm,12.0g,5.0,http://bakucolle.com/archives/15168057.html
祉若吟,Haos Freezer,Haos,400G,32mm,13.5g,4.0,http://bakucolle.com/archives/15165765.html
若潟祉若吟,Freezer,Darkus,540G,32mm,14.0g,4.0,http://bakucolle.com/archives/12998594.html
若吟,Freezer,Ventus,700G,32mm,14.0g,7.0,http://bakucolle.com/archives/25111740.html
若潟祉若吟,Darkus Freezer,Darkus,760G/780G,32mm,13.5g,6.0,http://bakucolle.com/archives/27384666.html
若吟,Freezer,Clear,710G,32mm,14.0g,5.0,http://bakucolle.com/archives/15168686.html
若潟祉≪鴻若,Darkus Moskeeto,Darkus,400G/440G/450G/500G,32mm,12.0g,3.0,http://bakucolle.com/archives/12997683.html
≪鴻若,Moskeeto,Pyrus,520G,32mm,12.5g,5.0,http://bakucolle.com/archives/11394716.html
≪鴻若,Moskeeto,Ventus,580G/700G,32mm,12.0g,5.0,http://bakucolle.com/archives/25111641.html
≪鴻若,Moskeeto,Ventus,740G,32mm,12.5g,6.0,http://bakucolle.com/archives/25111646.html
≪鴻若,Moskeeto,Darkus,650G/740G,32mm,12.5g,5.0,http://bakucolle.com/archives/12997772.html
≪鴻若,Moskeeto,Clear,710G,32mm,12.5g,5.0,http://bakucolle.com/archives/15168183.html
≪鴻若,Moskeeto,Clear,730G,32mm,12.0g,5.0,http://bakucolle.com/archives/25025555.html
≪≪祉鴻帥,Aquos Stug,Aquos,480G,32mm,12.0g,4.0,http://bakucolle.com/archives/17961393.html
眼＜祉鴻帥,Pyrus Stug,Pyrus,760G,32mm,13.0g,6.0,http://bakucolle.com/archives/11393084.html
鴻帥,Stug,Ventus,790G,32mm,13.0g,6.0,http://bakucolle.com/archives/25103928.html
泣祉鴻帥,Subterra Stug,Subterra,700G/760G,32mm,12.5g,5.0,http://bakucolle.com/archives/25177414.html
泣祉鴻帥 (＜若娯罕),Subterra Stug,Subterra,700G/800G,32mm,12.0g,4.0,http://bakucolle.com/archives/26572886.html
泣祉鴻帥,Subterra Stug,Subterra,630G,32mm,12.5g,6.0,http://bakucolle.com/archives/29332866.html
鴻帥 (＜若娯罕),Stug,Haos,590G,32mm,12.0g,5.0,http://bakucolle.com/archives/15164284.html
鴻帥,Stug,Haos,600G,32mm,12.5g,5.0,http://bakucolle.com/archives/25025617.html
祉鴻≪,Haos Verias,Clear,500G,32mm,14.5g,3.0,http://bakucolle.com/archives/15166810.html
≪≪祉鴻≪ (＜若娯罕),Verias,Aquos,510G/630G,32mm,14.0g,5.0,http://bakucolle.com/archives/20335476.html
≪≪祉鴻≪,Verias,Aquos,510G,32mm,14.0g,5.0,http://bakucolle.com/archives/20335509.html
≪≪祉鴻≪,Verias,Aquos,510G/740G,32mm,14.0g,5.0,http://bakucolle.com/archives/20335550.html
若ｃ鴻祉鴻≪,Verias,Ventus,680G,32mm,14.0g,5.0,http://bakucolle.com/archives/25103976.html
若ｃ鴻祉鴻≪ (＜若娯罕),Ventus Verias,Ventus,650G,32mm,14.0g,5.0,http://bakucolle.com/archives/29332760.html
若ｃ鴻祉鴻≪,Ventus Verias,Ventus,650G,32mm,14.5g,6.0,http://bakucolle.com/archives/29332735.html
祉鴻≪,Verias,Clear,630G/740G/750G,32mm,14.5g,5.0,http://bakucolle.com/archives/15166858.html
眼＜潟,Vandarus,Aquos,480G,32mm,16.0g,3.0,http://bakucolle.com/archives/7388764.html
眼＜潟,Vandarus,Pyrus,620G,32mm,15.5g,5.0,http://bakucolle.com/archives/11396159.html
眼＜潟,Vandarus,Aquos,660G,32mm,15.5g,5.0,http://bakucolle.com/archives/25025473.html
若ｃ鴻祉眼＜潟,Ventus Vandarus,Ventus,800G,32mm,15.5g,5.0,http://bakucolle.com/archives/28479793.html
眼＜潟,Vandarus,Subterra,640G,32mm,15.5g,5.0,http://bakucolle.com/archives/25176250.html
眼＜潟,Vandarus,Darkus,Unknown,32mm,15.5g,5.0,http://bakucolle.com/archives/12985788.html
,Preyas,Clear,460G-360G/480G-280G,32mm,13.0g,3.0,http://bakucolle.com/archives/7390447.html
,ゃ祉ゃ激,Clear,Unknown,,,,http://bakucolle.com/archives/7411168.html
