Source_List,Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
BakuTech32mm,(),≪ ver.,Clear,680G,32mm,15.5g,7.0,http://bakucolle.com/archives/7511549.html
BakuTech32mm,莠鐚鰹,,Clear,510G/520G/560G,32mm,20.5g,2.0,http://bakucolle.com/archives/7498918.html
BakuTech32mm,莠(),C(),Clear,560G,32mm,21.5g,2.0,http://bakucolle.com/archives/7604567.html
BakuTech32mm,莠(),G(眼若),Clear,600G,32mm,21.0g,2.0,http://bakucolle.com/archives/7604049.html
BakuTech32mm,莠(),膣(眼＜ゃ)ver.,Clear,700G,32mm,21.0g,5.0,http://bakucolle.com/archives/6966211.html
BakuTech32mm,膺(眼＜),＜,Clear,510G/520G/560G/590G,32mm,17.5g,2.0,http://bakucolle.com/archives/7618312.html
BakuTech32mm,膺(眼＜),＜S(激),Clear,560G,32mm,17.5g,2.0,http://bakucolle.com/archives/7604271.html
BakuTech32mm,膺(眼＜),＜C(),Clear,560G,32mm,18.0g,2.0,http://bakucolle.com/archives/7604640.html
BakuTech32mm,膺(眼＜),＜ 膺()ver.,Clear,700G,32mm,13.0g,6.0,http://bakucolle.com/archives/6965866.html
BakuTech32mm,紂(違),潟＜,Clear,520G/540G,32mm,26.0g,2.0,http://bakucolle.com/archives/7605751.html
BakuTech32mm,紂(違),潟＜G(眼若),Clear,560G,32mm,26.0g,2.0,http://bakucolle.com/archives/7604094.html
BakuTech32mm,紂(違),潟＜ G(違若)-ARMOR ver.,Clear,520G/540G/550G/600G,32mm,25.5g,4.0,http://bakucolle.com/archives/6966007.html
BakuTech32mm,紂(違),潟＜ W(ゃ)-ARMOR ver.,Clear,700G,32mm,25.5g,5.0,http://bakucolle.com/archives/6965618.html
BakuTech32mm,絽(吾),激眼＜,Clear,580G/590G+(200G),32mm,20.0+(2.0)g,2.0,http://bakucolle.com/archives/7511707.html
BakuTech32mm,絽(吾),激眼＜ 莉腆()ver.,Clear,700G+(220G),32mm,20.0+(2.0)g,6.0,http://bakucolle.com/archives/6965902.html
BakuTech32mm,絽(吾),激眼＜ 泣眼＜眼若 ver.,Clear,590G/600G+(220G),32mm,20.0+(2.0)g,4.0,http://bakucolle.com/archives/7618964.html
BakuTech32mm,(祉潟),≪≪,Clear,(340G/350G/380G)+(200G),32mm,21.0g,2.0,http://bakucolle.com/archives/7488950.html
BakuTech32mm,(祉潟),≪≪C(),Clear,380G+(200G),32mm,21.5g,2.0,http://bakucolle.com/archives/7604729.html
BakuTech32mm,(祉潟),≪≪壕膣() ver.,Clear,420G+(200G),32mm,16.0g,4.0,http://bakucolle.com/archives/7604972.html
BakuTech32mm,(祉潟),≪≪G(眼若),Clear,380G+(200G),32mm,20.5g,10.0,http://bakucolle.com/archives/16657943.html
BakuTech32mm,(祉潟),≪≪S(激),Clear,380G+(200G),32mm,20.5g,10.0,http://bakucolle.com/archives/16658634.html
BakuTech32mm,(祉潟),≪≪ 若＜帥 ver.,Clear,380G+(200G),32mm,20.5g,10.0,http://bakucolle.com/archives/7488895.html
BakuTech32mm,(),激ャ,Clear,540G/580G,32mm,19.5g,2.0,http://bakucolle.com/archives/7501734.html
BakuTech32mm,(),激ャ,Clear,640G/650G,32mm,18.5g,2.0,http://bakucolle.com/archives/7501672.html
BakuTech32mm,(),激ャG(眼若),Clear,580G,32mm,14.5g,5.0,http://bakucolle.com/archives/6966122.html
BakuTech32mm,鐚違鰹,,Clear,580G/590G/600G,32mm,20.0g,2.0,http://bakucolle.com/archives/7489643.html
BakuTech32mm,(違),G(眼若) 鴻激ｃ ＜帥 ver.,Clear,620G,32mm,26.0g,3.0,http://bakucolle.com/archives/7602777.html
BakuTech32mm,(違),括初(ゃ)ver.,Clear,700G,32mm,15.5g,4.0,http://bakucolle.com/archives/7602836.html
BakuTech32mm,(違),BLUE BLAZE ver.,Clear,600G,32mm,15.0g,6.0,http://bakucolle.com/archives/6964805.html
BakuTech32mm,(若),,Clear,580G/590G/600G,32mm,20.0g,2.0,http://bakucolle.com/archives/7489012.html
BakuTech32mm,綏(),帥,Clear,570G/590G,32mm,20.5g,2.0,http://bakucolle.com/archives/7502016.html
BakuTech32mm,綏(),帥 W(ゃ)-ARMORver.,Clear,580G,32mm,13.0g,5.0,http://bakucolle.com/archives/6966772.html
BakuTech32mm,綏(),帥 ≪帥ゃ ver. 9.25,Clear,580G,32mm,16.5g,8.0,http://bakucolle.com/archives/7502144.html
BakuTech32mm,(),≪潟,Clear,540G/590G,32mm,17.5g,2.0,http://bakucolle.com/archives/7607423.html
BakuTech32mm,(潟),ｃ,Clear,580G/590G,32mm,22.5g,2.0,http://bakucolle.com/archives/7606350.html
BakuTech32mm,薨(若),鴻,Clear,580G/590G/600G,32mm,21.5g,2.0,http://bakucolle.com/archives/7607101.html
BakuTech32mm,(ゃ),ゃ違,Clear,570G/580G/590G,32mm,19.0g,2.0,http://bakucolle.com/archives/7606895.html
BakuTech32mm,莊(若),激сゃ,Clear,580G,32mm,15.5g,2.0,http://bakucolle.com/archives/7618290.html
BakuTech32mm,(),,Clear,580G,32mm,15.0g,2.0,http://bakucolle.com/archives/7618169.html
BakuTech32mm,薐(吾),若膺 (眼若ｃ潟) ver.,Clear,610G/620G,32mm,19.0g,2.0,http://bakucolle.com/archives/7487614.html
BakuTech32mm,薐(吾),若莇藥(ゃ若) ver.,Clear,630G,32mm,15.5g,4.0,http://bakucolle.com/archives/7487878.html
BakuTech32mm,薐(吾),若,Clear,640G/660G,32mm,26.0g,2.0,http://bakucolle.com/archives/7487831.html
BakuTech32mm,薐(吾),若B.B. (若潟違鴻帥)ver.,Clear,630G,32mm,15.0g,3.0,http://bakucolle.com/archives/7487678.html
BakuTech32mm,薐(吾),若 BLUE BLAZE ver.,Clear,620G/630G,32mm,15.0g,6.0,http://bakucolle.com/archives/6965297.html
BakuTech32mm,薐(吾),若 GREEN BLAZE ver.,Clear,720G,32mm,15.0g,6.0,http://bakucolle.com/archives/6965328.html
BakuTech32mm,薐(吾),若,Clear,600G/610G/620G,32mm,19.0g,3.0,http://bakucolle.com/archives/7487651.html
BakuTech32mm,(с),,Clear,580G/590G/600G,32mm,17.5g,2.0,http://bakucolle.com/archives/7498273.html
BakuTech32mm,(с),莇(潟＜) ver.,Clear,610G,32mm,17.0g,4.0,http://bakucolle.com/archives/7498230.html
BakuTech32mm,(≪),蚊吟若,Clear,580G/590G/600G,32mm,15.5g,2.0,http://bakucolle.com/archives/7607195.html
BakuTech32mm,(≪),蚊吟若,Clear,580G/590G/600G,32mm,19.5g,2.0,http://bakucolle.com/archives/7607323.html
BakuTech32mm,(≪),蚊吟若 莉腆() ver.,Clear,700G,32mm,15.5g,6.0,http://bakucolle.com/archives/6965011.html
BakuTech32mm,(≪),蚊吟若G(眼若),Clear,600G/620G,32mm,15.5g,5.0,http://bakucolle.com/archives/6964924.html
BakuTech32mm,(≪),蚊吟若W(ゃ) -ARMOR(H) ver.,Clear,720G,32mm,15.5g,6.0,http://bakucolle.com/archives/6965062.html
BakuTech32mm,(≪),蚊吟若 ＜ゃゃ若 ver.,Clear,600G,32mm,15.5g,9.0,http://bakucolle.com/archives/7618419.html
BakuTech32mm,(若),泣,Clear,580G/590G/600G,32mm,15.5g,2.0,http://bakucolle.com/archives/7607518.html
BakuTech32mm,(若),泣,Clear,580G/590G/600G,32mm,18.5g,2.0,http://bakucolle.com/archives/7607581.html
BakuTech32mm,(若),泣 R()-ARMOR ver.,Clear,600G,32mm,15.5g,5.0,http://bakucolle.com/archives/6965149.html
BakuTech32mm,紊(ゃ),,Clear,640G/650G,32mm,18.5g,2.0,http://bakucolle.com/archives/7603211.html
BakuTech32mm,紊(ゃ),,Clear,640G/650G,32mm,19.0g,2.0,http://bakucolle.com/archives/7488012.html
BakuTech32mm,紊(ゃ),B.B. (若ゃ)ver.,Clear,660G,32mm,19.0g,3.0,http://bakucolle.com/archives/7498326.html
BakuTech32mm,紊(ゃ),初(ゃ) ver.,Clear,660G,32mm,19.5g,3.0,http://bakucolle.com/archives/7603171.html
BakuTech32mm,紊(ゃ),活気蘊()ver.,Clear,700G,32mm,19.0g,4.0,http://bakucolle.com/archives/7604824.html
BakuTech32mm,紊(ゃ),活(眼若) ver.,Clear,660G,32mm,19.0g,4.0,http://bakucolle.com/archives/7603037.html
BakuTech32mm,紊(ゃ),帥ゃ,Clear,620G,32mm,19.0g,4.0,http://bakucolle.com/archives/7602997.html
BakuTech32mm,綛(),,Clear,640G/650G,32mm,20.5g,2.0,http://bakucolle.com/archives/7605185.html
BakuTech32mm,綛(),,Clear,640G/650G,32mm,20.5g,2.0,http://bakucolle.com/archives/7488190.html
BakuTech32mm,綛(),壕(若) ver.,Clear,650G,32mm,15.5g,4.0,http://bakucolle.com/archives/7604915.html
BakuTech32mm,綛(),帥ゃ,Clear,620G,32mm,20.5g,4.0,http://bakucolle.com/archives/7605235.html
BakuTech32mm,綛(),ver.,Clear,640G,32mm,21.0g,10.0,http://bakucolle.com/archives/7489145.html
BakuTech32mm,膺(),＜,Clear,600G/620G/(180G),32mm,18.0g,2.0,http://bakucolle.com/archives/7511113.html
BakuTech32mm,膺(),＜ 演灰() ver.,Clear,690G(170G)/700G(160G),32mm,17.5g,2.0,http://bakucolle.com/archives/7606308.html
BakuTech32mm,茘(激),,Clear,650G,32mm,22.5g,2.0,http://bakucolle.com/archives/8911753.html
BakuTech32mm,茘(激),,Clear,640G,32mm,22.5g,2.0,http://bakucolle.com/archives/7501148.html
BakuTech32mm,(),違,Clear,620G/650G,32mm,14.5g,2.0,http://bakucolle.com/archives/7606015.html
BakuTech32mm,(),違,Clear,620G/650G,32mm,18.5g,2.0,http://bakucolle.com/archives/7489268.html
BakuTech32mm,腦(),蚊,Clear,640G/650G,32mm,17.5g,2.0,http://bakucolle.com/archives/7606101.html
BakuTech32mm,腦(),蚊 掩()ver.,Clear,700G,32mm,15.5g,6.0,http://bakucolle.com/archives/6965772.html
BakuTech32mm,(),,Clear,640G/650G,32mm,19.0g,2.0,http://bakucolle.com/archives/7511250.html
BakuTech32mm,(),羲腴() ver.,Clear,690G/700G,32mm,24.0g,2.0,http://bakucolle.com/archives/7511299.html
BakuTech32mm,(ゃ),,Clear,200G/600G/620G/,32mm,14.0g,2.0,http://bakucolle.com/archives/7488343.html
BakuTech32mm,荀(激),帥眼＜,Clear,660G,32mm,29.0g,2.0,http://bakucolle.com/archives/7599326.html
BakuTech32mm,荀(激),帥眼＜ (違) ver.,Clear,700G,32mm,15.5g,7.0,http://bakucolle.com/archives/7619152.html
BakuTech32mm,荀(激),帥眼＜ 若 ver.,Clear,680G,32mm,16.0g,9.0,http://bakucolle.com/archives/10901020.html
BakuTech32mm,莟(吟),吾ｃ若,Clear,590G,32mm,15.0g,2.0,http://bakucolle.com/archives/7606725.html
BakuTech32mm,莟(吟),吾ｃ若,Clear,640G/650G,32mm,20.5g,3.0,http://bakucolle.com/archives/7489418.html
BakuTech32mm,薇(),眼,Clear,590G,32mm,14.5g,2.0,http://bakucolle.com/archives/7606657.html
BakuTech32mm,薇(),眼,Clear,640G,32mm,17.5g,3.0,http://bakucolle.com/archives/7490062.html
BakuTech32mm,隋(潟),帥潟＜,Clear,620G,32mm,14.5g,2.0,http://bakucolle.com/archives/7501966.html
BakuTech32mm,(宴),潟＜,Clear,620G,32mm,15.0g,2.0,http://bakucolle.com/archives/7501862.html
BakuTech32mm,荵(違若),ゃ,Clear,630G,32mm,15.0g,2.0,http://bakucolle.com/archives/7605931.html
BakuTech32mm,(激),鴻,Clear,620G,32mm,14.5g,2.0,http://bakucolle.com/archives/7606161.html
BakuTech32mm,(激),鴻S(激),Clear,700G,32mm,15.0g,6.0,http://bakucolle.com/archives/6965388.html
BakuTech32mm,(≪),吾若,Clear,Unknown,32mm,13.5g,2.0,http://bakucolle.com/archives/7498834.html
BakuTech32mm,(ｃ),,Clear,640G,32mm,22.0g,2.0,http://bakucolle.com/archives/7607471.html
BakuTech32mm,(ｃ),,Clear,700G,32mm,17.5g,10.0,http://bakucolle.com/archives/17382628.html
BakuTech32mm,(),,Clear,620G,32mm,15.0g,2.0,http://bakucolle.com/archives/7501388.html
BakuTech32mm,(),若,Clear,590G,32mm,13.5g,2.0,http://bakucolle.com/archives/7497979.html
BakuTech32mm,(),若  ver.,Clear,600G,32mm,13.5g,8.0,http://bakucolle.com/archives/11962699.html
BakuTech32mm,(),,Clear,590G,32mm,12.0g,2.0,http://bakucolle.com/archives/7498023.html
BakuTech32mm,(),ver.,Clear,600G,32mm,12.0g,8.0,http://bakucolle.com/archives/11962631.html
BakuTech32mm,羹(ゃ),吾с,Clear,620G,32mm,14.0g,2.0,http://bakucolle.com/archives/7488113.html
BakuTech32mm,羹(ゃ),吾с 羞掩()ver.,Clear,700G,32mm,13.0g,7.0,http://bakucolle.com/archives/6966681.html
BakuTech32mm,(違),若,Clear,620G,32mm,14.5g,2.0,http://bakucolle.com/archives/7603883.html
BakuTech32mm,綵(激ｃ),,Clear,590G,32mm,13.5g,2.0,http://bakucolle.com/archives/7605106.html
BakuTech32mm,絎(),,Clear,590G,32mm,14.0g,2.0,http://bakucolle.com/archives/7501481.html
BakuTech32mm,(),吾潟ャ,Clear,660G,32mm,15.0g,2.0,http://bakucolle.com/archives/7498582.html
BakuTech32mm,(),吾潟ャB.B. (鴻帥) ver.,Clear,640G,32mm,18.5g,3.0,http://bakucolle.com/archives/7498465.html
BakuTech32mm,(),吾潟ャ,Clear,600G,32mm,15.0g,4.0,http://bakucolle.com/archives/7498563.html
BakuTech32mm,(),,Clear,620G,32mm,14.5g,2.0,http://bakucolle.com/archives/7498696.html
BakuTech32mm,(),違ゃ,Clear,620G,32mm,14.0g,2.0,http://bakucolle.com/archives/7606822.html
BakuTech32mm,(),,Clear,620G,32mm,15.0g,2.0,http://bakucolle.com/archives/7606948.html
BakuTech32mm,(),,Clear,620G,32mm,13.5g,2.0,http://bakucolle.com/archives/7490020.html
BakuTech32mm,腟(若),帥眼＜,Clear,640G,32mm,13.5g,5.0,http://bakucolle.com/archives/11953830.html
BakuTech32mm,＜ゃ∝輝(若),帥眼＜,Clear,640G,32mm,14.0g,7.0,http://bakucolle.com/archives/11953857.html
BakuTech32mm,≪∝輝(若),帥眼＜,Clear,640G,32mm,14.0g,7.0,http://bakucolle.com/archives/11954046.html
BakuTech32mm,ｃ潟腟(若),帥眼＜,Clear,660G,32mm,14.0g,7.0,http://bakucolle.com/archives/11954096.html
BakuTech32mm,ゃ∝輝(若),帥眼＜,Clear,640G,32mm,14.0g,8.0,http://bakucolle.com/archives/11954161.html
BakuTech32mm,ゃ腟(若),帥眼＜,Clear,660G,32mm,14.0g,7.0,http://bakucolle.com/archives/11954184.html
BakuTech32mm,若腟(若),帥眼＜,Clear,660G,32mm,14.0g,7.0,http://bakucolle.com/archives/11954201.html
BakuTech32mm,腟(若),帥眼＜ (ゃ潟) ver.,Clear,700G,32mm,14.5g,7.0,http://bakucolle.com/archives/7619294.html
BakuTech32mm,腟(若),帥眼＜ ＜帥 ver.,Clear,640G,32mm,28.5g,7.0,http://bakucolle.com/archives/11954305.html
BakuTech32mm,帥祉眼ゃ,Delta Dragonoid,Pyrus,460G/500G,32mm,15.5g,3.0,http://bakucolle.com/archives/6749530.html
BakuTech32mm,ゃ潟ｃｃ祉眼ゃ,Infinity Dragonoid,Darkus,500G,32mm,17.0g,3.0,http://bakucolle.com/archives/7388344.html
BakuTech32mm,≪＜若祉ャ,Alpha Hydranoid,Subterra,460G/480G,32mm,17.5g,3.0,http://bakucolle.com/archives/7387758.html
BakuTech32mm,眼＜潟,Vandarus,Aquos,480G,32mm,16.0g,3.0,http://bakucolle.com/archives/7388764.html
BakuTech32mm,,Preyas,Aquos,460G-360G/480G-280G,32mm,13.0g,3.0,http://bakucolle.com/archives/7390447.html
BakuTech32mm,鴻ｃ祉ゃ鴻鴻,Mystic Elico,Aquos,Unknown,32mm,12.0+1.0g,3.0,http://bakucolle.com/archives/7387492.html
BakuTech32mm,若祉若,Orbit Helios,Ventus,520G,32mm,14.5g,3.0,http://bakucolle.com/archives/7387251.html
BakuTech32mm,＜眼ゃ,Delta Dragonoid,Clear,560G,28mm,12.0g,8.0,http://bakucolle.com/archives/6817141.html
BakuTech32mm,激ャ,Fear Ripper,Clear,Unknown,,,,http://bakucolle.com/archives/6921587.html
Traps,,ゃ祉ゃ激,Clear,Unknown,,,,http://bakucolle.com/archives/7411168.html
Traps,ゃ祉ゃ激,Tripod Theta,Aquos,Unknown,,13.5g,2.0,http://bakucolle.com/archives/7427109.html
Traps,ゃ祉ゃ激,Tripod Theta,Pyrus,Unknown,,13.0g,4.0,http://bakucolle.com/archives/8731733.html
Traps,若潟祉ゃ祉ゃ激,Darkus Tripod Theta,Darkus,Unknown,,23.0g,8.0,http://bakucolle.com/archives/8754630.html
Traps,ゃ祉ゃ激 MK,Tripod Theta MK,Pyrus,Unknown,,14.0g,7.0,http://bakucolle.com/archives/7427260.html
Traps,眼＜祉ゃ祉激若,Tripod Epsilon,Pyrus,Unknown,,10.0g,2.0,http://bakucolle.com/archives/7424823.html
Traps,ゃ祉激若,Tripod Epsilon,Aquos,Unknown,,10.0g,2.0,http://bakucolle.com/archives/7426585.html
Traps,ゃ祉激若,Tripod Epsiron,Aquos,Unknown,,10.0g,4.0,http://bakucolle.com/archives/8748356.html
Traps,ゃ祉激若,Tripod Epsiron,Ventus,Unknown,,10.0g,4.0,http://bakucolle.com/archives/8750873.html
Traps,祉ゃ祉激若,Haos Tripod Epsiron,Haos,Unknown,,10.0g,4.0,http://bakucolle.com/archives/29687434.html
Traps,ゃ祉激若,Tripod Epsiron,Darkus,Unknown,,g,4.0,http://bakucolle.com/archives/7620601.html
Traps,眼＜祉ゃ≪祉鴻ｃ潟,Pyrus Triad Sphinx,Pyrus,Unknown,,12.0g,4.0,http://bakucolle.com/archives/8731808.html
Traps,ゃ≪祉鴻ｃ潟,Triad Sphinx,Aquos,Unknown,,12.0g,5.0,http://bakucolle.com/archives/8747788.html
Traps,ゃ≪祉鴻ｃ潟,Triad Sphinx,Subterra,Unknown,,12.0g,5.0,http://bakucolle.com/archives/8732148.html
Traps,若潟祉ゃ≪祉鴻ｃ潟,Darkus Triad Sphinx,Darkus,Unknown,,12.0g,5.0,http://bakucolle.com/archives/29687492.html
Traps,祉ゃ祉潟潟,Haos Triad El Condor,Haos,Unknown,,14.5g,2.0,http://bakucolle.com/archives/8689870.html
Traps,ゃ 祉潟潟,Triad El Condor,Ventus,Unknown,,12.0g,4.0,http://bakucolle.com/archives/8750906.html
Traps,ゃ 祉潟潟,Triad El Condor,Subterra,Unknown,,12.0g,4.0,http://bakucolle.com/archives/8731943.html
Traps,祉ゃ祉潟潟,Haos Triad El Condor,Haos,Unknown,,12.0g,4.0,http://bakucolle.com/archives/8691019.html
Traps,鴻潟,Scorpion,Pyrus,Unknown,,12.0g,2.0,http://bakucolle.com/archives/7427489.html
Traps,若ｃ鴻祉鴻潟,Ventus Scorpion,Ventus,Unknown,,12.0g,2.0,http://bakucolle.com/archives/8728337.html
Traps,≪≪祉鴻潟,Aquos Scorpion,Aquos,Unknown,,11.5g,4.0,http://bakucolle.com/archives/29687650.html
Traps,祉鴻潟,Haos Scorpion,Haos,Unknown,,12.0g,4.0,http://bakucolle.com/archives/8690505.html
Traps,鴻潟,Scorpion,Darkus,Unknown,,12.5g,4.0,http://bakucolle.com/archives/7620452.html
Traps,眼＜祉＜ゃゃ若祉鴻潟,Pyrus Fire Scorpion,Pyrus,Unknown,,16.5g,8.0,http://bakucolle.com/archives/28479892.html
Traps,＜ゃゃ若祉鴻潟,Fire Scorpion,Ventus,Unknown,,16.5g,8.0,http://bakucolle.com/archives/8755609.html
Traps,若潟祉吾ゃ,Legionoid,Darkus,Unknown,,21.5g,2.0,http://bakucolle.com/archives/7426763.html
Traps,吾ゃ,Legionoid,Aquos,Unknown,,21.5g,5.0,http://bakucolle.com/archives/8747678.html
Traps,若ｃ鴻祉吾ゃ,Ventus Legionoid,Ventus,Unknown,,21.5g,6.0,http://bakucolle.com/archives/29683203.html
Traps,祉吾ゃ,Haos Legionoid,Haos,Unknown,,21.5g,5.0,http://bakucolle.com/archives/29683162.html
Traps,,Hexados,Subterra,Unknown,,21.0g,2.0,http://bakucolle.com/archives/7426813.html
Traps,,Hexados,Haos,Unknown,,21.0g,4.0,http://bakucolle.com/archives/8690380.html
Traps,眼＜祉鴻激,Hylash,Pyrus,Unknown,,20.5g,2.0,http://bakucolle.com/archives/7426160.html
Traps,鴻激,Hylash,Ventus,Unknown,,20.0g,2.0,http://bakucolle.com/archives/7426300.html
Traps,≪≪祉鴻激,Aquos Hylash,Aquos,Unknown,,20.5g,5.0,http://bakucolle.com/archives/8747574.html
Traps,若ｃ鴻祉鴻激,Ventus Hylash,Ventus,Unknown,,20.5g,5.0,http://bakucolle.com/archives/29683343.html
Traps,鴻激,Hylash,Subterra,Unknown,,23.5g,8.0,http://bakucolle.com/archives/8755084.html
Traps,鴻激,Hylash,Haos,Unknown,,20.5g,4.0,http://bakucolle.com/archives/8690814.html
Traps,若潟祉鴻激,Darkus Hylash,Darkus,Unknown,,20.5g,5.0,http://bakucolle.com/archives/29683319.html
Traps,ゃ,Baliton,Subterra,Unknown,,11.5g,2.0,http://bakucolle.com/archives/7427020.html
Traps,ゃ,Baliton,Aquos,Unknown,,11.5g,4.0,http://bakucolle.com/archives/8748765.html
Traps,ゃ,Baliton,Ventus,Unknown,,11.5g,4.0,http://bakucolle.com/archives/8751141.html
Traps,泣祉ゃ,Subterra Baliton,Subterra,Unknown,,11.5g,4.0,http://bakucolle.com/archives/8731978.html
Traps,若潟祉ゃ,Darkus Baliton,Darkus,Unknown,,11.5g,4.0,http://bakucolle.com/archives/29687528.html
Traps,若,Hexstar,Pyrus,Unknown,,14.5g,2.0,http://bakucolle.com/archives/7426970.html
Traps,若,Hexstar,Haos,Unknown,,14.5g,2.0,http://bakucolle.com/archives/8689764.html
Traps,≪≪祉若,Aquos Hexstar,Aquos,Unknown,,15.0g,5.0,http://bakucolle.com/archives/27844159.html
Traps,若ｃ鴻祉若,Ventus Hexstar,Ventus,Unknown,,15.0g,5.0,http://bakucolle.com/archives/29687339.html
Traps,若,Hexstar,Ventus,Unknown,,21.0g,8.0,http://bakucolle.com/archives/8754892.html
Traps,＜潟潟,Falcon Fly,Darkus,Unknown,,18.5g,2.0,http://bakucolle.com/archives/7426640.html
Traps,＜潟潟,Falcon Fly,Pyrus,Unknown,,18.5g,6.0,http://bakucolle.com/archives/25036222.html
Traps,＜潟潟,Falcon Fly,Aquos,Unknown,,18.5g,6.0,http://bakucolle.com/archives/8748059.html
Traps,＜潟潟,Falcon Fly,Ventus,Unknown,,18.5g,5.0,http://bakucolle.com/archives/8751028.html
Traps,＜潟潟,Falcon Fly,Darkus,Unknown,,30.0g,8.0,http://bakucolle.com/archives/25025875.html
Traps,若ｃ≪,Piercian,Haos,Unknown,,14.5g,2.0,http://bakucolle.com/archives/7427659.html
Traps,若ｃ≪,Piercian,Pyrus,Unknown,,14.0g,4.0,http://bakucolle.com/archives/10884739.html
Traps,若ｃ鴻祉若ｃ≪,Ventus Piercian,Ventus,Unknown,,14.5g,4.0,http://bakucolle.com/archives/29683281.html
Traps,若ｃ≪,Piercian,Subterra,Unknown,,14.0g,4.0,http://bakucolle.com/archives/8732113.html
Traps,若潟祉若ｃ≪,Darkus Piercian,Darkus,Unknown,,14.5g,6.0,http://bakucolle.com/archives/29683254.html
Traps,若ｃ≪,Piercian,Darkus,Unknown,,22.0g,8.0,http://bakucolle.com/archives/8754750.html
Traps,若潟鴻ゃ,Dynamo,Haos,Unknown,,17.5g,2.0,http://bakucolle.com/archives/7427525.html
Traps,眼＜祉若潟鴻ゃ,Pyrus Dynamo,Pyrus,Unknown,,17.0g,5.0,http://bakucolle.com/archives/29687878.html
Traps,≪≪祉若潟鴻ゃ,Aquos Dynamo,Aquos,Unknown,,17.0g,4.0,http://bakucolle.com/archives/29687724.html
Traps,若潟鴻ゃ,Dynamo,Ventus,Unknown,,17.5g,4.0,http://bakucolle.com/archives/8751188.html
Traps,若潟鴻ゃ,Dynamo,Subterra,Unknown,,17.5g,4.0,http://bakucolle.com/archives/8731899.html
Traps,祉若潟鴻ゃ,Haos Dynamo,Haos,Unknown,,17.5g,4.0,http://bakucolle.com/archives/8690943.html
Traps,＜帥с潟泣,Metalfencer,Pyrus,Unknown,,14.5g,2.0,http://bakucolle.com/archives/8725353.html
Traps,泣祉＜帥с潟泣,Metalfencer,Subterra,Unknown,,14.5g,2.0,http://bakucolle.com/archives/7427070.html
Traps,若潟祉＜帥с潟泣,Darkus Metalfencer,Darkus,Unknown,,14.5g,2.0,http://bakucolle.com/archives/8728275.html
Traps,眼＜祉＜帥с潟泣,Pyrus Metalfencer,Pyrus,Unknown,,14.5g,4.0,http://bakucolle.com/archives/8731662.html
Traps,＜帥с潟泣,Metalfencer,Darkus,Unknown,,14.0g,4.0,http://bakucolle.com/archives/10884809.html
Traps,眼＜祉若,Fortress,Pyrus,Unknown,,12.5g,2.0,http://bakucolle.com/archives/7426538.html
Traps,若,Fortress,Darkus,Unknown,,12.0g,2.0,http://bakucolle.com/archives/7426559.html
Traps,若,Fortress,Aquos,Unknown,,12.5g,4.0,http://bakucolle.com/archives/8747727.html
Traps,若ｃ鴻若,Ventus Fortress,Ventus,Unknown,,12.5g,5.0,http://bakucolle.com/archives/29687389.html
Traps,若,Fortress,Haos,Unknown,,12.5g,4.0,http://bakucolle.com/archives/8690567.html
Traps,若,Fortress,Darkus,Unknown,,12.5g,4.0,http://bakucolle.com/archives/8731457.html
Traps,若,Fortress,Darkus,Unknown,,17.0g,8.0,http://bakucolle.com/archives/8754972.html
Traps,障≪,Zoack,Ventus,Unknown,,11.5g,2.0,http://bakucolle.com/archives/8728637.html
Traps,泣祉障≪,Subterra Zoack,Subterra,Unknown,,11.5g,2.0,http://bakucolle.com/archives/8911603.html
Traps,眼＜祉障≪,Pyrus Zoack,Pyrus,Unknown,,11.5g,4.0,http://bakucolle.com/archives/28479835.html
Traps,障≪,Zoack,Aquos,Unknown,,11.5g,4.0,http://bakucolle.com/archives/8748721.html
Traps,障≪,Zoack,Ventus,Unknown,,11.5g,4.0,http://bakucolle.com/archives/8751070.html
Traps,祉障≪,Haos Zoack,Haos,Unknown,,11.5g,4.0,http://bakucolle.com/archives/29687552.html
Traps,障≪,Zoack,Darkus,Unknown,,11.5g,4.0,http://bakucolle.com/archives/8731600.html
Traps,眼＜祉若若,Pyrus Carlsnaut,Pyrus,Unknown,,15.0g,2.0,http://bakucolle.com/archives/8725515.html
Traps,若若,Carlsnaut,Pyrus,Unknown,,14.5g,4.0,http://bakucolle.com/archives/8731868.html
Traps,若若,Carlsnaut,Aquos,Unknown,,14.5g,4.0,http://bakucolle.com/archives/8747868.html
Traps,若ｃ鴻祉若若,Ventus Carlsnaut,Ventus,Unknown,,14.5g,4.0,http://bakucolle.com/archives/29687410.html
Traps,若若,Carlsnaut,Haos,Unknown,,15.0g,4.0,http://bakucolle.com/archives/8690923.html
Traps,＜泣潟ｃ,Pythantus,Pyrus,Unknown,,g,5.0,http://bakucolle.com/archives/7620684.html
Traps,＜泣潟ｃ,Pythantus,Aquos,Unknown,,15.5g,5.0,http://bakucolle.com/archives/8748787.html
Traps,,Pythantus,Ventus,Unknown,,g,5.0,http://bakucolle.com/archives/7620726.html
Traps,＜泣潟ｃ,Pythantus,Subterra,Unknown,,15.0g,5.0,http://bakucolle.com/archives/8732049.html
Traps,＜泣潟ｃ,Pythantus,Haos,Unknown,,15.5g,5.0,http://bakucolle.com/archives/7620701.html
